post,visa_class,issuances,year,month,source_file,date,country
Porto Alegre,F1,24,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Porto Alegre,J1,143,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Porto Alegre,M1,2,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Prague,F1,15,2023,9,2023_09_post.xlsx,2023-09-01,Czech Republic
Prague,J1,41,2023,9,2023_09_post.xlsx,2023-09-01,Czech Republic
Prague,M1,3,2023,9,2023_09_post.xlsx,2023-09-01,Czech Republic
Praia,F1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Praia,J1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Praia,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Pristina,F1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Pristina,J1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Quebec,F1,7,2023,9,2023_09_post.xlsx,2023-09-01,
Quebec,J1,5,2023,9,2023_09_post.xlsx,2023-09-01,
Quito,F1,53,2023,9,2023_09_post.xlsx,2023-09-01,Ecuador
Quito,J1,76,2023,9,2023_09_post.xlsx,2023-09-01,Ecuador
Rangoon,F1,73,2023,9,2023_09_post.xlsx,2023-09-01,
Rangoon,J1,9,2023,9,2023_09_post.xlsx,2023-09-01,
Recife,F1,10,2023,9,2023_09_post.xlsx,2023-09-01,
Recife,J1,91,2023,9,2023_09_post.xlsx,2023-09-01,
Recife,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Reykjavik,F1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Reykjavik,J1,2,2023,9,2023_09_post.xlsx,2023-09-01,
Riga,F1,4,2023,9,2023_09_post.xlsx,2023-09-01,
Riga,J1,4,2023,9,2023_09_post.xlsx,2023-09-01,
Rio de Janeiro,F1,65,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Rio de Janeiro,J1,203,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Rio de Janeiro,M1,3,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Riyadh,F1,58,2023,9,2023_09_post.xlsx,2023-09-01,Saudi Arabia
Riyadh,J1,13,2023,9,2023_09_post.xlsx,2023-09-01,Saudi Arabia
Riyadh,M1,5,2023,9,2023_09_post.xlsx,2023-09-01,Saudi Arabia
Rome,F1,59,2023,9,2023_09_post.xlsx,2023-09-01,Italy
Rome,J1,100,2023,9,2023_09_post.xlsx,2023-09-01,Italy
Rome,M1,5,2023,9,2023_09_post.xlsx,2023-09-01,Italy
San Jose,F1,18,2023,9,2023_09_post.xlsx,2023-09-01,
San Jose,J1,51,2023,9,2023_09_post.xlsx,2023-09-01,
San Salvador,F1,11,2023,9,2023_09_post.xlsx,2023-09-01,
San Salvador,J1,13,2023,9,2023_09_post.xlsx,2023-09-01,
Santiago,F1,109,2023,9,2023_09_post.xlsx,2023-09-01,Chile
Santiago,J1,253,2023,9,2023_09_post.xlsx,2023-09-01,Chile
Santiago,M1,7,2023,9,2023_09_post.xlsx,2023-09-01,Chile
Santo Domingo,F1,76,2023,9,2023_09_post.xlsx,2023-09-01,Dominican Republic
Santo Domingo,J1,49,2023,9,2023_09_post.xlsx,2023-09-01,Dominican Republic
Santo Domingo,M1,6,2023,9,2023_09_post.xlsx,2023-09-01,Dominican Republic
Sao Paulo,F1,120,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Sao Paulo,J1,565,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Sao Paulo,M1,10,2023,9,2023_09_post.xlsx,2023-09-01,Brazil
Sarajevo,F1,4,2023,9,2023_09_post.xlsx,2023-09-01,
Sarajevo,J1,17,2023,9,2023_09_post.xlsx,2023-09-01,
Seoul,F1,260,2023,9,2023_09_post.xlsx,2023-09-01,South Korea
Seoul,J1,320,2023,9,2023_09_post.xlsx,2023-09-01,South Korea
Seoul,M1,13,2023,9,2023_09_post.xlsx,2023-09-01,South Korea
Shanghai,F1,559,2023,9,2023_09_post.xlsx,2023-09-01,China
Shanghai,J1,297,2023,9,2023_09_post.xlsx,2023-09-01,China
Shenyang,F1,100,2023,9,2023_09_post.xlsx,2023-09-01,China
Shenyang,J1,55,2023,9,2023_09_post.xlsx,2023-09-01,China
Shenyang,M1,3,2023,9,2023_09_post.xlsx,2023-09-01,China
Singapore,F1,55,2023,9,2023_09_post.xlsx,2023-09-01,Singapore
Singapore,J1,16,2023,9,2023_09_post.xlsx,2023-09-01,Singapore
Singapore,M1,6,2023,9,2023_09_post.xlsx,2023-09-01,Singapore
Skopje,F1,6,2023,9,2023_09_post.xlsx,2023-09-01,
Skopje,J1,5,2023,9,2023_09_post.xlsx,2023-09-01,
Sofia,F1,4,2023,9,2023_09_post.xlsx,2023-09-01,Bulgaria
Sofia,J1,4,2023,9,2023_09_post.xlsx,2023-09-01,Bulgaria
Stockholm,F1,42,2023,9,2023_09_post.xlsx,2023-09-01,Sweden
Stockholm,J1,64,2023,9,2023_09_post.xlsx,2023-09-01,Sweden
Surabaya,F1,6,2023,9,2023_09_post.xlsx,2023-09-01,
Surabaya,J1,22,2023,9,2023_09_post.xlsx,2023-09-01,
Suva,F1,2,2023,9,2023_09_post.xlsx,2023-09-01,
Suva,J1,17,2023,9,2023_09_post.xlsx,2023-09-01,
Sydney,F1,23,2023,9,2023_09_post.xlsx,2023-09-01,Australia
Sydney,J1,40,2023,9,2023_09_post.xlsx,2023-09-01,Australia
Sydney,M1,7,2023,9,2023_09_post.xlsx,2023-09-01,Australia
Tallinn,F1,3,2023,9,2023_09_post.xlsx,2023-09-01,
Tallinn,J1,8,2023,9,2023_09_post.xlsx,2023-09-01,
Tashkent,F1,4,2023,9,2023_09_post.xlsx,2023-09-01,
Tashkent,J1,11,2023,9,2023_09_post.xlsx,2023-09-01,
Tbilisi,F1,8,2023,9,2023_09_post.xlsx,2023-09-01,
Tbilisi,J1,28,2023,9,2023_09_post.xlsx,2023-09-01,
Tegucigalpa,F1,18,2023,9,2023_09_post.xlsx,2023-09-01,
Tegucigalpa,J1,33,2023,9,2023_09_post.xlsx,2023-09-01,
Tegucigalpa,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Tel Aviv,F1,39,2023,9,2023_09_post.xlsx,2023-09-01,Israel
Tel Aviv,J1,60,2023,9,2023_09_post.xlsx,2023-09-01,Israel
Tel Aviv,M1,5,2023,9,2023_09_post.xlsx,2023-09-01,Israel
Tijuana,F1,19,2023,9,2023_09_post.xlsx,2023-09-01,
Tijuana,J1,20,2023,9,2023_09_post.xlsx,2023-09-01,
Tijuana,M1,3,2023,9,2023_09_post.xlsx,2023-09-01,
Tirana,F1,8,2023,9,2023_09_post.xlsx,2023-09-01,
Tirana,J1,5,2023,9,2023_09_post.xlsx,2023-09-01,
Tokyo,F1,141,2023,9,2023_09_post.xlsx,2023-09-01,Japan
Tokyo,J1,157,2023,9,2023_09_post.xlsx,2023-09-01,Japan
Tokyo,M1,6,2023,9,2023_09_post.xlsx,2023-09-01,Japan
Toronto,F1,62,2023,9,2023_09_post.xlsx,2023-09-01,Canada
Toronto,J1,21,2023,9,2023_09_post.xlsx,2023-09-01,Canada
Toronto,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,Canada
Tunis,F1,33,2023,9,2023_09_post.xlsx,2023-09-01,
Tunis,J1,21,2023,9,2023_09_post.xlsx,2023-09-01,
Ulaanbaatar,F1,43,2023,9,2023_09_post.xlsx,2023-09-01,Mongolia
Ulaanbaatar,J1,36,2023,9,2023_09_post.xlsx,2023-09-01,Mongolia
Ulaanbaatar,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,Mongolia
Valletta,F1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Valletta,J1,1,2023,9,2023_09_post.xlsx,2023-09-01,
Vancouver,F1,83,2023,9,2023_09_post.xlsx,2023-09-01,Canada
Vancouver,J1,17,2023,9,2023_09_post.xlsx,2023-09-01,Canada
Vienna,F1,18,2023,9,2023_09_post.xlsx,2023-09-01,Austria
Vienna,J1,74,2023,9,2023_09_post.xlsx,2023-09-01,Austria
Vienna,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,Austria
Vientiane,F1,6,2023,9,2023_09_post.xlsx,2023-09-01,
Vientiane,J1,5,2023,9,2023_09_post.xlsx,2023-09-01,
Vilnius,F1,7,2023,9,2023_09_post.xlsx,2023-09-01,
Vilnius,J1,6,2023,9,2023_09_post.xlsx,2023-09-01,
Warsaw,F1,29,2023,9,2023_09_post.xlsx,2023-09-01,Poland
Warsaw,J1,46,2023,9,2023_09_post.xlsx,2023-09-01,Poland
Windhoek,F1,4,2023,9,2023_09_post.xlsx,2023-09-01,
Windhoek,J1,8,2023,9,2023_09_post.xlsx,2023-09-01,
Wuhan,F1,8,2023,9,2023_09_post.xlsx,2023-09-01,China
Wuhan,J1,4,2023,9,2023_09_post.xlsx,2023-09-01,China
Yaounde,F1,17,2023,9,2023_09_post.xlsx,2023-09-01,
Yaounde,J1,21,2023,9,2023_09_post.xlsx,2023-09-01,
Yerevan,F1,44,2023,9,2023_09_post.xlsx,2023-09-01,Armenia
Yerevan,J1,30,2023,9,2023_09_post.xlsx,2023-09-01,Armenia
Zagreb,F1,5,2023,9,2023_09_post.xlsx,2023-09-01,Croatia
Zagreb,J1,7,2023,9,2023_09_post.xlsx,2023-09-01,Croatia
Zagreb,M1,1,2023,9,2023_09_post.xlsx,2023-09-01,Croatia
Abidjan,F1,40,2023,10,2023_10_post.xlsx,2023-10-01,
Abidjan,J1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Abu Dhabi,F1,68,2023,10,2023_10_post.xlsx,2023-10-01,United Arab Emirates
Abu Dhabi,J1,22,2023,10,2023_10_post.xlsx,2023-10-01,United Arab Emirates
Abu Dhabi,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,United Arab Emirates
Abuja,F1,104,2023,10,2023_10_post.xlsx,2023-10-01,Nigeria
Abuja,J1,12,2023,10,2023_10_post.xlsx,2023-10-01,Nigeria
Abuja,M1,6,2023,10,2023_10_post.xlsx,2023-10-01,Nigeria
Accra,F1,81,2023,10,2023_10_post.xlsx,2023-10-01,Ghana
Accra,J1,22,2023,10,2023_10_post.xlsx,2023-10-01,Ghana
Addis Ababa,F1,39,2023,10,2023_10_post.xlsx,2023-10-01,
Addis Ababa,J1,10,2023,10,2023_10_post.xlsx,2023-10-01,
AIT Taipei,F1,124,2023,10,2023_10_post.xlsx,2023-10-01,Taiwan
AIT Taipei,J1,53,2023,10,2023_10_post.xlsx,2023-10-01,Taiwan
AIT Taipei,M1,8,2023,10,2023_10_post.xlsx,2023-10-01,Taiwan
Algiers,F1,64,2023,10,2023_10_post.xlsx,2023-10-01,
Algiers,J1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Almaty,F1,17,2023,10,2023_10_post.xlsx,2023-10-01,Kazakhstan
Almaty,J1,16,2023,10,2023_10_post.xlsx,2023-10-01,Kazakhstan
Almaty,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,Kazakhstan
Amman,F1,28,2023,10,2023_10_post.xlsx,2023-10-01,
Amman,J1,43,2023,10,2023_10_post.xlsx,2023-10-01,
Amsterdam,F1,32,2023,10,2023_10_post.xlsx,2023-10-01,Netherlands
Amsterdam,J1,86,2023,10,2023_10_post.xlsx,2023-10-01,Netherlands
Amsterdam,M1,4,2023,10,2023_10_post.xlsx,2023-10-01,Netherlands
Ankara,F1,63,2023,10,2023_10_post.xlsx,2023-10-01,Turkey
Ankara,J1,72,2023,10,2023_10_post.xlsx,2023-10-01,Turkey
Antananarivo,F1,30,2023,10,2023_10_post.xlsx,2023-10-01,
Antananarivo,J1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Ashgabat,F1,19,2023,10,2023_10_post.xlsx,2023-10-01,
Ashgabat,J1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Asmara,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Astana,F1,20,2023,10,2023_10_post.xlsx,2023-10-01,Kazakhstan
Astana,J1,22,2023,10,2023_10_post.xlsx,2023-10-01,Kazakhstan
Asuncion,F1,7,2023,10,2023_10_post.xlsx,2023-10-01,
Asuncion,J1,753,2023,10,2023_10_post.xlsx,2023-10-01,
Athens,F1,9,2023,10,2023_10_post.xlsx,2023-10-01,
Athens,J1,25,2023,10,2023_10_post.xlsx,2023-10-01,
Auckland,F1,9,2023,10,2023_10_post.xlsx,2023-10-01,New Zealand
Auckland,J1,20,2023,10,2023_10_post.xlsx,2023-10-01,New Zealand
Baghdad,F1,5,2023,10,2023_10_post.xlsx,2023-10-01,
Baghdad,J1,11,2023,10,2023_10_post.xlsx,2023-10-01,
Baku,F1,17,2023,10,2023_10_post.xlsx,2023-10-01,
Baku,J1,21,2023,10,2023_10_post.xlsx,2023-10-01,
Bamako,F1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Bandar Seri Begawan,F1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Bandar Seri Begawan,J1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Bangkok,F1,100,2023,10,2023_10_post.xlsx,2023-10-01,Thailand
Bangkok,J1,80,2023,10,2023_10_post.xlsx,2023-10-01,Thailand
Bangkok,M1,3,2023,10,2023_10_post.xlsx,2023-10-01,Thailand
Banjul,F1,4,2023,10,2023_10_post.xlsx,2023-10-01,
Banjul,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Beijing,F1,432,2023,10,2023_10_post.xlsx,2023-10-01,China
Beijing,J1,136,2023,10,2023_10_post.xlsx,2023-10-01,China
Beijing,M1,7,2023,10,2023_10_post.xlsx,2023-10-01,China
Beirut,F1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Beirut,J1,14,2023,10,2023_10_post.xlsx,2023-10-01,
Belfast,F1,12,2023,10,2023_10_post.xlsx,2023-10-01,United Kingdom
Belfast,J1,14,2023,10,2023_10_post.xlsx,2023-10-01,United Kingdom
Belgrade,F1,28,2023,10,2023_10_post.xlsx,2023-10-01,Serbia
Belgrade,J1,23,2023,10,2023_10_post.xlsx,2023-10-01,Serbia
Belmopan,F1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Belmopan,J1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Berlin,F1,39,2023,10,2023_10_post.xlsx,2023-10-01,Germany
Berlin,J1,133,2023,10,2023_10_post.xlsx,2023-10-01,Germany
Berlin,M1,9,2023,10,2023_10_post.xlsx,2023-10-01,Germany
Bern,F1,86,2023,10,2023_10_post.xlsx,2023-10-01,Switzerland
Bern,J1,94,2023,10,2023_10_post.xlsx,2023-10-01,Switzerland
Bern,M1,3,2023,10,2023_10_post.xlsx,2023-10-01,Switzerland
Bishkek,F1,15,2023,10,2023_10_post.xlsx,2023-10-01,
Bishkek,J1,4,2023,10,2023_10_post.xlsx,2023-10-01,
Bogota,F1,138,2023,10,2023_10_post.xlsx,2023-10-01,Colombia
Bogota,J1,313,2023,10,2023_10_post.xlsx,2023-10-01,Colombia
Bogota,M1,9,2023,10,2023_10_post.xlsx,2023-10-01,Colombia
Brasilia,F1,32,2023,10,2023_10_post.xlsx,2023-10-01,Brazil
Brasilia,J1,148,2023,10,2023_10_post.xlsx,2023-10-01,Brazil
Brasilia,M1,3,2023,10,2023_10_post.xlsx,2023-10-01,Brazil
Bratislava,F1,1,2023,10,2023_10_post.xlsx,2023-10-01,Slovakia
Bratislava,J1,10,2023,10,2023_10_post.xlsx,2023-10-01,Slovakia
Brazzaville,F1,4,2023,10,2023_10_post.xlsx,2023-10-01,
Brazzaville,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Bridgetown,F1,27,2023,10,2023_10_post.xlsx,2023-10-01,
Bridgetown,J1,6,2023,10,2023_10_post.xlsx,2023-10-01,
Bridgetown,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Brussels,F1,16,2023,10,2023_10_post.xlsx,2023-10-01,Belgium
Brussels,J1,50,2023,10,2023_10_post.xlsx,2023-10-01,Belgium
Brussels,M1,4,2023,10,2023_10_post.xlsx,2023-10-01,Belgium
Bucharest,F1,6,2023,10,2023_10_post.xlsx,2023-10-01,Romania
Bucharest,J1,26,2023,10,2023_10_post.xlsx,2023-10-01,Romania
Budapest,F1,7,2023,10,2023_10_post.xlsx,2023-10-01,Hungary
Budapest,J1,20,2023,10,2023_10_post.xlsx,2023-10-01,Hungary
Buenos Aires,F1,74,2023,10,2023_10_post.xlsx,2023-10-01,Argentina
Buenos Aires,J1,1576,2023,10,2023_10_post.xlsx,2023-10-01,Argentina
Buenos Aires,M1,4,2023,10,2023_10_post.xlsx,2023-10-01,Argentina
Bujumbura,F1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Bujumbura,J1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Cairo,F1,38,2023,10,2023_10_post.xlsx,2023-10-01,Egypt
Cairo,J1,40,2023,10,2023_10_post.xlsx,2023-10-01,Egypt
Cairo,M1,2,2023,10,2023_10_post.xlsx,2023-10-01,Egypt
Calgary,F1,7,2023,10,2023_10_post.xlsx,2023-10-01,
Calgary,J1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Calgary,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Cape Town,F1,20,2023,10,2023_10_post.xlsx,2023-10-01,
Cape Town,J1,122,2023,10,2023_10_post.xlsx,2023-10-01,
Cape Town,M1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Casablanca,F1,47,2023,10,2023_10_post.xlsx,2023-10-01,
Casablanca,J1,32,2023,10,2023_10_post.xlsx,2023-10-01,
Chennai,F1,70,2023,10,2023_10_post.xlsx,2023-10-01,India
Chennai,J1,189,2023,10,2023_10_post.xlsx,2023-10-01,India
Chiang Mai,F1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Chiang Mai,J1,10,2023,10,2023_10_post.xlsx,2023-10-01,
Chisinau,F1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Chisinau,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Ciudad Juarez,F1,21,2023,10,2023_10_post.xlsx,2023-10-01,
Ciudad Juarez,J1,14,2023,10,2023_10_post.xlsx,2023-10-01,
Ciudad Juarez,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Colombo,F1,20,2023,10,2023_10_post.xlsx,2023-10-01,
Colombo,J1,10,2023,10,2023_10_post.xlsx,2023-10-01,
Colombo,M1,12,2023,10,2023_10_post.xlsx,2023-10-01,
Conakry,F1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Conakry,J1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Copenhagen,F1,11,2023,10,2023_10_post.xlsx,2023-10-01,Denmark
Copenhagen,J1,55,2023,10,2023_10_post.xlsx,2023-10-01,Denmark
Copenhagen,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,Denmark
Cotonou,F1,22,2023,10,2023_10_post.xlsx,2023-10-01,
Curacao,F1,5,2023,10,2023_10_post.xlsx,2023-10-01,
Curacao,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Dakar,F1,16,2023,10,2023_10_post.xlsx,2023-10-01,
Dakar,J1,4,2023,10,2023_10_post.xlsx,2023-10-01,
Dar es Salaam,F1,13,2023,10,2023_10_post.xlsx,2023-10-01,
Dar es Salaam,J1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Dar es Salaam,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Dhahran,F1,32,2023,10,2023_10_post.xlsx,2023-10-01,Saudi Arabia
Dhahran,J1,2,2023,10,2023_10_post.xlsx,2023-10-01,Saudi Arabia
Dhahran,M1,6,2023,10,2023_10_post.xlsx,2023-10-01,Saudi Arabia
Dhaka,F1,167,2023,10,2023_10_post.xlsx,2023-10-01,Bangladesh
Dhaka,J1,7,2023,10,2023_10_post.xlsx,2023-10-01,Bangladesh
Dili,J1,12,2023,10,2023_10_post.xlsx,2023-10-01,
Doha,F1,53,2023,10,2023_10_post.xlsx,2023-10-01,Qatar
Doha,J1,18,2023,10,2023_10_post.xlsx,2023-10-01,Qatar
Doha,M1,6,2023,10,2023_10_post.xlsx,2023-10-01,Qatar
Dubai,F1,92,2023,10,2023_10_post.xlsx,2023-10-01,United Arab Emirates
Dubai,J1,12,2023,10,2023_10_post.xlsx,2023-10-01,United Arab Emirates
Dubai,M1,3,2023,10,2023_10_post.xlsx,2023-10-01,United Arab Emirates
Dublin,F1,14,2023,10,2023_10_post.xlsx,2023-10-01,Ireland
Dublin,J1,78,2023,10,2023_10_post.xlsx,2023-10-01,Ireland
Durban,F1,5,2023,10,2023_10_post.xlsx,2023-10-01,
Durban,J1,43,2023,10,2023_10_post.xlsx,2023-10-01,
Dushanbe,F1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Dushanbe,J1,7,2023,10,2023_10_post.xlsx,2023-10-01,
Erbil,F1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Erbil,J1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Florence,F1,14,2023,10,2023_10_post.xlsx,2023-10-01,Italy
Florence,J1,66,2023,10,2023_10_post.xlsx,2023-10-01,Italy
Florence,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,Italy
Frankfurt,F1,58,2023,10,2023_10_post.xlsx,2023-10-01,Germany
Frankfurt,J1,192,2023,10,2023_10_post.xlsx,2023-10-01,Germany
Frankfurt,M1,10,2023,10,2023_10_post.xlsx,2023-10-01,Germany
Freetown,F1,10,2023,10,2023_10_post.xlsx,2023-10-01,
Freetown,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Gaborone,F1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Gaborone,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Georgetown,F1,4,2023,10,2023_10_post.xlsx,2023-10-01,
Guadalajara,F1,32,2023,10,2023_10_post.xlsx,2023-10-01,Mexico
Guadalajara,J1,39,2023,10,2023_10_post.xlsx,2023-10-01,Mexico
Guadalajara,M1,4,2023,10,2023_10_post.xlsx,2023-10-01,Mexico
Guangzhou,F1,176,2023,10,2023_10_post.xlsx,2023-10-01,China
Guangzhou,J1,149,2023,10,2023_10_post.xlsx,2023-10-01,China
Guangzhou,M1,5,2023,10,2023_10_post.xlsx,2023-10-01,China
Guatemala City,F1,16,2023,10,2023_10_post.xlsx,2023-10-01,
Guatemala City,J1,21,2023,10,2023_10_post.xlsx,2023-10-01,
Guatemala City,M1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Guayaquil,F1,12,2023,10,2023_10_post.xlsx,2023-10-01,Ecuador
Guayaquil,J1,91,2023,10,2023_10_post.xlsx,2023-10-01,Ecuador
Halifax,F1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Hanoi,F1,80,2023,10,2023_10_post.xlsx,2023-10-01,Vietnam
Hanoi,J1,49,2023,10,2023_10_post.xlsx,2023-10-01,Vietnam
Hanoi,M1,6,2023,10,2023_10_post.xlsx,2023-10-01,Vietnam
Harare,F1,17,2023,10,2023_10_post.xlsx,2023-10-01,Zimbabwe
Harare,J1,28,2023,10,2023_10_post.xlsx,2023-10-01,Zimbabwe
Helsinki,F1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Helsinki,J1,16,2023,10,2023_10_post.xlsx,2023-10-01,
Hermosillo,F1,10,2023,10,2023_10_post.xlsx,2023-10-01,
Hermosillo,J1,11,2023,10,2023_10_post.xlsx,2023-10-01,
Ho Chi Minh City,F1,273,2023,10,2023_10_post.xlsx,2023-10-01,Vietnam
Ho Chi Minh City,J1,36,2023,10,2023_10_post.xlsx,2023-10-01,Vietnam
Ho Chi Minh City,M1,11,2023,10,2023_10_post.xlsx,2023-10-01,Vietnam
Hong Kong,F1,58,2023,10,2023_10_post.xlsx,2023-10-01,Hong Kong
Hong Kong,J1,60,2023,10,2023_10_post.xlsx,2023-10-01,Hong Kong
Hong Kong,M1,12,2023,10,2023_10_post.xlsx,2023-10-01,Hong Kong
Hyderabad,F1,157,2023,10,2023_10_post.xlsx,2023-10-01,India
Hyderabad,J1,52,2023,10,2023_10_post.xlsx,2023-10-01,India
Islamabad,F1,110,2023,10,2023_10_post.xlsx,2023-10-01,Pakistan
Islamabad,J1,50,2023,10,2023_10_post.xlsx,2023-10-01,Pakistan
Islamabad,M1,2,2023,10,2023_10_post.xlsx,2023-10-01,Pakistan
Istanbul,F1,81,2023,10,2023_10_post.xlsx,2023-10-01,Turkey
Istanbul,J1,49,2023,10,2023_10_post.xlsx,2023-10-01,Turkey
Istanbul,M1,2,2023,10,2023_10_post.xlsx,2023-10-01,Turkey
Jakarta,F1,58,2023,10,2023_10_post.xlsx,2023-10-01,Indonesia
Jakarta,J1,95,2023,10,2023_10_post.xlsx,2023-10-01,Indonesia
Jakarta,M1,4,2023,10,2023_10_post.xlsx,2023-10-01,Indonesia
Jeddah,F1,53,2023,10,2023_10_post.xlsx,2023-10-01,Saudi Arabia
Jeddah,J1,11,2023,10,2023_10_post.xlsx,2023-10-01,Saudi Arabia
Jeddah,M1,21,2023,10,2023_10_post.xlsx,2023-10-01,Saudi Arabia
Jerusalem,F1,3,2023,10,2023_10_post.xlsx,2023-10-01,
Jerusalem,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Johannesburg,F1,34,2023,10,2023_10_post.xlsx,2023-10-01,South Africa
Johannesburg,J1,172,2023,10,2023_10_post.xlsx,2023-10-01,South Africa
Johannesburg,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,South Africa
Juba,J1,1,2023,10,2023_10_post.xlsx,2023-10-01,
Kampala,F1,8,2023,10,2023_10_post.xlsx,2023-10-01,
Kampala,J1,7,2023,10,2023_10_post.xlsx,2023-10-01,
Karachi,F1,63,2023,10,2023_10_post.xlsx,2023-10-01,Pakistan
Karachi,J1,21,2023,10,2023_10_post.xlsx,2023-10-01,Pakistan
Kathmandu,F1,495,2023,10,2023_10_post.xlsx,2023-10-01,Nepal
Kathmandu,J1,58,2023,10,2023_10_post.xlsx,2023-10-01,Nepal
Kathmandu,M1,4,2023,10,2023_10_post.xlsx,2023-10-01,Nepal
Kigali,F1,5,2023,10,2023_10_post.xlsx,2023-10-01,
Kigali,J1,7,2023,10,2023_10_post.xlsx,2023-10-01,
Kingston,F1,31,2023,10,2023_10_post.xlsx,2023-10-01,Jamaica
Kingston,J1,53,2023,10,2023_10_post.xlsx,2023-10-01,Jamaica
Kingston,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,Jamaica
Kinshasa,F1,44,2023,10,2023_10_post.xlsx,2023-10-01,
Kinshasa,J1,5,2023,10,2023_10_post.xlsx,2023-10-01,
Kinshasa,M1,2,2023,10,2023_10_post.xlsx,2023-10-01,
Kolkata,F1,9,2023,10,2023_10_post.xlsx,2023-10-01,India
Kolkata,J1,12,2023,10,2023_10_post.xlsx,2023-10-01,India
Kolkata,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,India
Krakow,F1,12,2023,10,2023_10_post.xlsx,2023-10-01,Poland
Krakow,J1,37,2023,10,2023_10_post.xlsx,2023-10-01,Poland
Kuala Lumpur,F1,45,2023,10,2023_10_post.xlsx,2023-10-01,Malaysia
Kuala Lumpur,J1,132,2023,10,2023_10_post.xlsx,2023-10-01,Malaysia
Kuala Lumpur,M1,2,2023,10,2023_10_post.xlsx,2023-10-01,Malaysia
Kuwait City,F1,97,2023,10,2023_10_post.xlsx,2023-10-01,
Kuwait City,J1,7,2023,10,2023_10_post.xlsx,2023-10-01,
Kyiv,J1,24,2023,10,2023_10_post.xlsx,2023-10-01,
La Paz,F1,24,2023,10,2023_10_post.xlsx,2023-10-01,
La Paz,J1,91,2023,10,2023_10_post.xlsx,2023-10-01,
La Paz,M1,1,2023,10,2023_10_post.xlsx,2023-10-01,
